"Title","URL","image URL","image2 URL","Price1","Price2","Price3","desc1","desc2","desc3","Item ID","Type","Brand","Price level","Tag ID","Gender","online Date","offline Date","Stock","Status"
"2012 杜克霍恩 长相思干白葡萄酒","http://www.fieldschina.com/zh/item-356.html","http://www.fieldschina.com/image/product/201405/1400690854573932.jpg","","450","450","0","产自美国加州纳帕谷。均衡匀称，具有醇熟梨子、桃子和糖渍柑橘的口味，口感浓郁，甜美多汁。**87分。 **《葡萄酒观察家》杂志的品鉴记录和打分
","","","356","白葡萄酒","白葡萄酒","","","","","","50000","1"
"安拉 重奶油三角蓝波奶酪","http://www.fieldschina.com/zh/item-3572.html","http://www.fieldschina.com/image/product/201309/1379526576193795.jpg","","45","45","0","相对于普通的三角蓝波奶酪，口感更加柔和适合吸引和培养新的蓝纹奶酪消费群。请于0℃~4℃冷藏保存。
","","","3572","奶酪类","奶酪类","","","","","","50000","1"
"芦荟","http://www.fieldschina.com/zh/item-3579.html","http://www.fieldschina.com/image/product/201304/51fbe7025aa60326867.jpg","","20","20","0","芦荟含有丰富的多糖、蛋白质、氨基酸、维生素、活性酶及对人体十分有益的微量元素。可以把生的新鲜叶片制成薄片、糖醋渍品、液汁或油炒后食用。也可以生嚼芦荟叶肉，能够起到较好的调理和保健作用。
","","","3579","本地蔬菜","本地蔬菜","","","","","","50000","1"
"Da Marco 四季披萨","http://www.fieldschina.com/zh/item-3591.html","http://www.fieldschina.com/image/product/201304/51fbe702828bf612939.jpg","","42","42","0","精致的四季披萨，在披萨面皮上配有火腿片、橄榄、蘑菇以及竹心，加上可口的番茄酱和马苏里拉芝士。微波加热2-4分钟，或者烤箱加热10分钟即可。
","","","3591","冷冻速食","冷冻速食","","","","","","50000","1"
"Da Marco 玛格丽特披萨","http://www.fieldschina.com/zh/item-3592.html","http://www.fieldschina.com/image/product/201304/51fbe7028a8cc646884.jpg","","38","38","0","美味可口的玛格丽特披萨，是意大利传统披萨。在披萨面皮上涂以特制的番茄酱，撒以罗勒和马苏里拉芝士，烘焙而成。微波加热2-4分钟，或者烤箱加热10分钟即可。
","","","3592","冷冻速食","冷冻速食","","","","","","50000","1"
"Da Marco 意大利肉酱面","http://www.fieldschina.com/zh/item-3596.html","http://www.fieldschina.com/image/product/201304/51fbe7029bb6e626999.jpg","","36","36","0","美味可口的Da Marco 意大利肉酱面，它将实心长面与牛肉和蔬菜完美的结合，再配上可口的番茄酱。适合微波加热4-5分钟。
","","","3596","冷冻速食","冷冻速食","","","","","","50000","1"
"馄饨皮","http://www.fieldschina.com/zh/item-3605.html","http://www.fieldschina.com/image/product/201304/51fbe702b2ccf503110.jpg","","18","18","0","FIELDS的馄饨皮，不同于超市的冷冻皮，耐煮、口感细腻、只需冷藏保存。3至5人食用没有问题哦！
","","","3605","五谷杂粮","五谷杂粮","","","","","","50000","1"
"活水鲟鱼","http://www.fieldschina.com/zh/item-3609.html","http://www.fieldschina.com/image/product/201304/51fbe702d9963414873.jpg","","120","120","0","鲟鱼是世界上唯一生活在水中的活化石，是所有鱼类中营养价值最高的一种鱼类。鲟龙鱼还有美容的功效，长期食用可消斑去皱、平衡油脂，使面色红润、肌肤富有弹性，消除“痘痘”，亦是研制美容化妆品最好的生物原料。
","","","3609","鱼类","鱼类","","","","","","50000","1"
"法国 葫芦绿薄荷酒","http://www.fieldschina.com/zh/item-7478.html","http://www.fieldschina.com/image/product/201406/1403005893585444.jpg","","108","108","0","GET27（法国葫芦绿薄荷酒）是享誉全球的薄荷烈酒，由JEAN和PIERRE GET两兄弟与1796年创制，他们发现在酒中加入7种不同的薄荷，口味清爽，强劲，却更甘醇爽口，加上其透明及独特的绿色瓶身，行销100多个国家。属于百加得公司品牌之一。

*酒精度：21%vol
","","","7478","清酒和烈酒","清酒和烈酒","","","","","","50000","1"
"法国灰雁伏特加","http://www.fieldschina.com/zh/item-7479.html","http://www.fieldschina.com/image/product/201406/1403005912802889.jpg","","298","298","0","法国灰雁是百家得洋酒集团旗下高端伏特加品牌。法国灰雁被誉为“全球最佳口感伏特加”，每一滴晶莹甘醇的法国灰雁都为缔造“世上绝佳好喝的伏特加”而生。它来自土地丰饶、历史悠远的酿酒圣地??法国干邑区。甄选顶级原料，经酒窖大师精心打造，完美呈现绵密顺滑、优雅柔和的绝妙体验，令人心旷神怡、持久回味。法国灰雁是自然、艺术和时尚的完美融合。

*酒精度：40%vol
","","","7479","清酒和烈酒","清酒和烈酒","","","","","","50000","1"
"活水青斑","http://www.fieldschina.com/zh/item-3610.html","http://www.fieldschina.com/image/product/201304/51fbe702e0b57395281.jpg","","220","220","0","甫田为您提供最新鲜无污染的海鲜食材。这款来自Ocean Ethix的多宝鱼，肉质白嫩细腻，营养价值甚高，对滋养皮肤、美容养颜都有很好功效。
","","","3610","鱼类","鱼类","","","","","","50000","1"
"台湾 大金煌芒果","http://www.fieldschina.com/zh/item-7486.html","http://www.fieldschina.com/image/product/201406/1403094098603498.jpg","","65","65","0","芒果为著名热带水果之一，果肉多汁，鲜美可口，兼有桃、杏、李和苹果等的滋味，如盛夏吃上几个，能生津止渴，消暑舒神。
来自台湾的大金煌芒果含有糖、蛋白质、粗纤维，芒果所含有的维生素A的前体胡萝卜素成分特别高，是所有水果中少见的。其次维生素C含量也不低。果实既宜鲜食，又适合加工。
","","","7486","热带水果和特产水果","热带水果和特产水果","","","","","","50000","1"
"活水瓜子斑","http://www.fieldschina.com/zh/item-3611.html","http://www.fieldschina.com/image/product/201304/51fbe702e9a0f633619.jpg","","160","160","0","甫田为您提供最新鲜无污染的海鲜食材。这款来自Ocean Ethix的瓜子斑，鱼肉雪白，鱼味浓郁，肉厚且爽滑，清蒸更鲜美。
","","","3611","鱼类","鱼类","","","","","","50000","1"
"哥顿金酒","http://www.fieldschina.com/zh/item-7481.html","http://www.fieldschina.com/image/product/201406/1403006486594442.jpg","","99","99","0","哥顿金酒属于伦敦干金酒，属淡体金酒，意思是指不甜，不带原体味，口味与其它酒相比，比较淡雅，采用亚历山大哥顿的原始配方蒸馏而成。就金酒而言不论是在英国还是在世界，此酒都是最畅销的品牌。今天，哥顿金酒已成为销量世界第一的金酒，销量高达每秒四瓶。

*酒精度：43%vol
","","","7481","清酒和烈酒","清酒和烈酒","","","","","","50000","1"
"活水珍宝蟹","http://www.fieldschina.com/zh/item-3615.html","http://www.fieldschina.com/image/product/201304/51fbe702f0c67316510.jpg","","320","320","0","珍宝蟹以其纯净而略甜的口味而赢得海味美食家的青睐，肉质鲜美略甜，由于珍宝蟹个体较大，肉较多，所以适合切块后烹调，可以使用各种烹调方法，都很美味。
","","","3615","Shellfish","Shellfish","","","","","","50000","1"
"艾柏迪12年单一麦芽威士忌","http://www.fieldschina.com/zh/item-7484.html","http://www.fieldschina.com/image/product/201406/1403007340533014.jpg","","330","330","0","Aberfeldy 艾柏迪单一麦芽威士忌是苏格兰最悠久的单一麦芽威士忌之一，只选用一种麦芽酿造的威士忌。由水、发芽大麦、酵母用罐状蒸馏器蒸馏而成，由于是小批量生产，所以，单一麦芽威士忌非常珍贵。一百多年来，艾柏迪单一麦芽威士忌一直都是用以调配Dewar’s帝王混合型威士忌的核心。艾柏迪21年和12年单一麦芽威士忌也以限量的形式现身，赢得了众多极具威望的国际大奖。属于百加得公司品牌之一。

*酒精度：40%vol
","","","7484","清酒和烈酒","清酒和烈酒","","","","","","50000","1"
"茴香头","http://www.fieldschina.com/zh/item-7477.html","http://www.fieldschina.com/image/product/201006/51fbe6dddbfa4928922.jpg","","20","18","0","茴香头味道甘甜暖和，芳香十足，但它的味道有些类似于大茴香。一般把它作为烤猪肉，麻辣香肠和煎鱼饼的调料，或者加入切碎的茴香和柑橘制成沙拉，也可用来为面包和蛋糕调味。茴香可帮助耐饥，而更有趣的是在文艺复兴时期的欧洲人们普遍认为茴香可改善肥胖状况。
","","","7477","新鲜西洋香草","新鲜西洋香草","","","","","","50000","1"
"鲜活扇贝","http://www.fieldschina.com/zh/item-3617.html","http://www.fieldschina.com/image/product/201304/51fbe7030b370561235.jpg","","100","100","0","扇贝味道鲜美，营养丰富，与海参、鲍齐名，并列为海味中的三大珍品。肉色洁白、细嫩、味道鲜美，营养丰富。有抑制胆固醇在肝脏合成和加速排泄胆固醇的独特作用，从而使体内胆固醇下降。它们的功效比常用的降胆固醇的药物谷固醇更强。请在17:00前预定，第二天12:00后送货。
","","","3617","Shellfish","Shellfish","","","","","","50000","1"
"NPG 天然鸡胸","http://www.fieldschina.com/zh/item-3618.html","http://www.fieldschina.com/image/product/201304/51fbe703127da831313.jpg","","49","49","0","这是来自NPG公司管理的农场饲养的鸡，绝对不含抗生素和化学物质，你完全可以放心的食用这些真正健康美味的鸡肉，这款鸡胸非常的鲜嫩，保证你在吃的时候非常的享受，超低的脂肪，超高的蛋白质，满足您的生活需求。
","","","3618","鸡肉","鸡肉","","","","","","50000","1"
"NPG 天然带皮鸡大腿（去骨）","http://www.fieldschina.com/zh/item-3622.html","http://www.fieldschina.com/image/product/201405/1399638069973348.jpg","","49","45","0","这是来自NPG公司管理的农场饲养的鸡，绝对不含抗生素和化学物质，你完全可以放心的食用这些真正健康美味的鸡肉，这款鸡腿肉是去骨的，经过大厨的精心切割，让你在烹制的时候更加方便，吃起来更加鲜美爽口！
","","","3622","鸡肉","鸡肉","","","","","","50000","1"
"NPG 天然鸡腿 琵琶腿","http://www.fieldschina.com/zh/item-3623.html","http://www.fieldschina.com/image/product/201309/1378897190917491.jpg","","45","45","0","这是来自NPG公司管理的农场饲养的鸡，绝对不含抗生素和化学物质，你完全可以放心的食用这些真正健康美味的鸡肉，常吃鸡腿肉煮橘皮可预防贫血症,而鸡腿肉炒菜花可增强肝脏的解毒功能,提高免疫力,防止感冒和坏血病。
","","","3623","鸡肉","鸡肉","","","","","","50000","1"
"NPG 天然整鸡","http://www.fieldschina.com/zh/item-3626.html","http://www.fieldschina.com/image/product/201304/51fbe7034cad7242766.jpg","","118","118","0","这是来自NPG公司管理的农场饲养的鸡，绝对不含抗生素和化学物质，你完全可以放心的食用这些真正健康美味的鸡肉，适合做烤鸡，将柠檬铺在鸡肉表面，腹腔内可以放一些百里香、月桂或者迷迭香，烤出来的鸡肉香气迷人，肉汁鲜香。
","","","3626","鸡肉","鸡肉","","","","","","50000","1"
"澎湖 海藻手工面线","http://www.fieldschina.com/zh/item-3656.html","http://www.fieldschina.com/image/product/201304/51fbe703ea53a307288.jpg","","45","45","0","本产品未添加防腐剂及染色剂,严选无农药面粉及澎湖野生绿海藻,经老师傅手工揉制而成,阳光晒过的面线散发天然麦香及海藻鲜味,口感香Q滑溜有咬劲.让您享受美食同时也兼顾健康，吃的好安心。原料有面粉、澎湖野生海藻、盐，亲们可以根据自己的口味适量添加盐。
","","","3656","五谷杂粮","五谷杂粮","","","","","","50000","1"
"杏仁小鱼","http://www.fieldschina.com/zh/item-3659.html","http://www.fieldschina.com/image/product/201304/51fbe7040c94c138601.jpg","","25","25","0","经过特殊调味与真空干燥，不添加任何的防腐剂和人工色素，鱼骨酥脆，新鲜美味也加分。一口咬下去就能感觉到香浓的海鲜味，杏仁非常的酥脆，口感也很好，还可以补钙哦！杏仁+小鱼,营养丰富,奇妙组合,好味的出奇,让您的口感从此不再单一,多了一份惊喜和赞叹!有它送酒,唱卡拉OK,更添精彩!你我必食之选！
","","","3659","干货","干货","","","","","","50000","1"
"藻香小?","http://www.fieldschina.com/zh/item-3660.html","http://www.fieldschina.com/image/product/201304/51fbe70413bb1875466.jpg","","25","25","0","采用澎湖小银鱼及澎湖野生海菜制作，含有天然铁质、钙质及蛋白质。小鱼酥脆、海菜清香、营养又健康！配料有：小银鱼，野生海藻，亚麻籽，麦芽糖，白芝麻，天然砂糖，天然辣椒。
","","","3660","干货","干货","","","","","","50000","1"
"天和 有机白葡萄酒醋","http://www.fieldschina.com/zh/item-3667.html","http://www.fieldschina.com/image/product/201304/51fbe70445f7a308730.jpg","","75","75","0","进口自西班牙的白葡萄酒醋，可用于烹调的范围很广，如调制蘸酱、沙拉，腌制泡菜、海鲜、白肉等各种菜式的烹调。味道香醇、温和，口感宜人。
","","","3667","醋和调味料","醋和调味料","","","","","","50000","1"
"北海道凡立贝柱","http://www.fieldschina.com/zh/item-3673.html","http://www.fieldschina.com/image/product/201304/51fbe70466147859296.jpg","","260","260","0","贝粒粒饱满，绝无任何人工添加物及彭发剂且无包冰，非常新鲜生?片等级可生食，低脂高蛋白，入口滑嫩鲜美多汁，让您享受健康无负担的美味。可凉拌、干煎、炒或烤食用皆宜。解冻后请立即食用，勿放於室温之下。来自日本北海道，海水干净天然无污染，地理位置优越，为寒暖流交会之海域的野生干贝，品质口感特优，产品以超低温急速冷?冻，保证新鲜鲜，通过SGS的检验标准，让您吃的放心！
","","","3673","Shellfish","Shellfish","","","","","","50000","1"
"黄皮小土豆","http://www.fieldschina.com/zh/item-3692.html","http://www.fieldschina.com/image/product/201308/1375698283450182.jpg","","10","10","0","甫田精选黄皮小土豆肉色呈淡黄色，淀粉含量较多，口感为脆质或粉质。
","","","3692","根茎类","根茎类","","","","","","50000","1"
"红皮小土豆","http://www.fieldschina.com/zh/item-3693.html","http://www.fieldschina.com/image/product/201304/51fbe704cbaf4105312.jpg","","16","16","0","甫田红皮小土豆淀粉含量比普通的土豆高，蛋白和维生素含量也都比一般的土豆高，非常适合作为日常的蔬菜食用。
","","","3693","根茎类","根茎类","","","","","","50000","1"
"FIELDS 精选京葱","http://www.fieldschina.com/zh/item-3698.html","http://www.fieldschina.com/image/product/201304/51fbe704de101639667.jpg","","6","6","0","大葱多用于煎炒烹炸，南方多产小葱，是一种常用调料，又叫香葱，一般都是生食或拌凉菜用。
","","","3698","葱姜蒜","葱姜蒜","","","","","","50000","1"
"福建 迷你青桔","http://www.fieldschina.com/zh/item-4403.html","http://www.fieldschina.com/image/product/201308/1376563509135859.jpg","","12","12","0","俗称“公孙桔”，个头较小，一颗平均在15克左右，每100克果肉内含维生素C40～50毫克及维生素A、P和芳香油、类胡罗萝卜素等多种物质。除鲜食外，金桔还可以制作成果汁、蜜饯、罐头、果脯、果酱、果酒等。
","","","4403","柑桔类","柑桔类","","","","","","50000","1"
"有机罗莎绿生菜","http://www.fieldschina.com/zh/item-3704.html","http://www.fieldschina.com/image/product/201304/51fbe70502c2f351370.jpg","","18","18","0","叶色淡绿有光泽，叶缘呈锯齿状，叶基颜色较浅。
","","","3704","沙拉混合菜","沙拉混合菜","","","","","","50000","1"
"有机罗马生菜","http://www.fieldschina.com/zh/item-3706.html","http://www.fieldschina.com/image/product/201304/51fbe705145bc698505.jpg","","18","18","0","罗马生菜菜叶偏长形，嫩叶深绿,有光泽，富含水分，生食清脆爽口，鲜嫩异常。
","","","3706","沙拉混合菜","沙拉混合菜","","","","","","50000","1"
"有机卷心菜","http://www.fieldschina.com/zh/item-4157.html","http://www.fieldschina.com/image/product/201308/1377171969139297.jpg","","22","22","0","卷心菜汤是秋冬季的最佳选择。因其卡路里含量低，却又能令人有饱腹感而深受欢迎。尝试使用这种做法：把整个卷心菜切成细段，放入一口大锅里，加入洋葱，煮熟的豆子和土豆，文火熬20分钟后，就能变成一道极具浓郁乡村风格的炖菜了。
","","","4157","田园时蔬","田园时蔬","","","","","","50000","1"
"竺卡多 油浸晒干彩椒","http://www.fieldschina.com/zh/item-3726.html","http://www.fieldschina.com/image/product/201304/51fbe7056f536377657.jpg","","60","60","0","用意大利的红黄辣椒、洋葱、葵花油、土豆、醋、糖和盐制成，用来与面包搭配品尝或者作为晚餐的配菜，尽情享用每一口。
","","","3726","橄榄&开胃佐餐冷盘","橄榄&开胃佐餐冷盘","","","","","","50000","1"
"竺卡多 油浸晒干番茄","http://www.fieldschina.com/zh/item-3728.html","http://www.fieldschina.com/image/product/201304/51fbe7057e0dc950654.jpg","","60","55","0","油浸番茄干是勤劳的意大利人民保存番茄的一种方法，在寒冷的季节到来之前，他们会尽可能多的储存食品，把各种食材加工后用橄榄油封存则是最普通最古老的一种保存方式。煮意面烤批萨炖肉放一些，比新鲜的番茄更浓郁，平时可以作为小零食食用，炒菜的时候切一些放进去口味也很浓郁。
","","","3728","橄榄&开胃佐餐冷盘","橄榄&开胃佐餐冷盘","","","","","","50000","1"
"瑞欧 天然椰子水","http://www.fieldschina.com/zh/item-3730.html","http://www.fieldschina.com/image/product/201311/1384773783596158.jpg","","10","10","0","Real coco是一款100%纯天然椰子水，从绿色鲜嫩的椰子里臻取的纯净近通透的清甜果汁，淡爽清甜，新鲜果味。她不含热量却富含钾元素，其自身固有的五种电解质可以帮您唤醒身体原始的水合作用，并且完全没有添加任何防腐剂。
","","","3730","新鲜果汁","新鲜果汁","","","","","","50000","1"
"瑞欧 天然椰子水 330ml*12","http://www.fieldschina.com/zh/item-3731.html","http://www.fieldschina.com/image/product/201311/1384773774438794.jpg","","110","110","0","Real coco是一款100%纯天然椰子水，从绿色鲜嫩的椰子里臻取的纯净近通透的清甜果汁，淡爽清甜，新鲜果味。她不含热量却富含钾元素，其自身固有的多种电解质钠、镁、钙、钾五种电解质可以帮您唤醒身体原始的水合作用。
","","","3731","新鲜果汁","新鲜果汁","","","","","","50000","1"
"eco&amp;more 绿色家居清洁体验装B","http://www.fieldschina.com/zh/item-4514.html","http://www.fieldschina.com/image/product/201309/1378202950146601.jpg","","175","175","0","用最简易和环保的清洁产品开始为健康把关。本系列产品采用植物萃取物作为原料，所以不危害排水系统和海洋生态，可生物降解、并符合污水处理循环再用标准。eco&amp;more绿色家居清洁体验装可让您感受到天然草本去污的神奇，在清洁家园的同时，也关爱地球环境。其中包含：桉树精油环保洗衣液1升，茶树精油环保洗碗液450毫升，桉树精油环保木地板清洁剂1升。
","","","4514","家用洗涤","家用洗涤","","","","","","50000","1"
"eco&amp;more 绿色家居清洁体验装A","http://www.fieldschina.com/zh/item-4513.html","http://www.fieldschina.com/image/product/201309/1378202963301256.jpg","","168","168","0","eco&amp;more 绿色家居清洁体验装A：
桉树精油环保洗衣液1升，
桉树精油环保洗碗液450毫升，
桉树精油多功能家居清洁剂450毫升。

& 
","","","4513","家用洗涤","家用洗涤","","","","","","50000","1"
"FIELDS 精选小红嫩叶生菜","http://www.fieldschina.com/zh/item-3750.html","http://www.fieldschina.com/image/product/201304/51fbe7060e83e344618.jpg","","15","15","0","生菜中含有膳食纤维和维生素c，有消除多余脂肪的作用，故又叫减肥生菜，红色莴苣菜口味与绿叶生菜相近，100%健康，有机蔬菜生食更放心。今天的沙拉何不做个新的尝试，采用红色的莴苣叶吧！
","","","3750","沙拉混合菜","沙拉混合菜","","","","","","50000","1"
"FIELDS 精选美形红叶生菜（大叶）","http://www.fieldschina.com/zh/item-3753.html","http://www.fieldschina.com/image/product/201304/51fbe7061e176273015.jpg","","25","25","0","甫田新鲜采摘有机幼叶生菜，肉质清脆爽口，细嫩甘甜，有着奶油香味，较绿叶生菜更为辛辣。
","","","3753","沙拉混合菜","沙拉混合菜","","","","","","50000","1"
"FIELDS 精选小美形绿叶生菜","http://www.fieldschina.com/zh/item-3755.html","http://www.fieldschina.com/image/product/201304/51fbe7062dd9a915339.jpg","","15","15","0","甫田新鲜采摘有机幼叶生菜，肉质清脆爽口，细嫩甘甜，有着奶油香味。
","","","3755","沙拉混合菜","沙拉混合菜","","","","","","50000","1"
"秋葵","http://www.fieldschina.com/zh/item-3766.html","http://www.fieldschina.com/image/product/201311/1385574700190769.jpg","","20","20","0","起源于埃塞俄比亚，后在东埃及培育，拥有神秘出身的秋葵是一种味道鲜美的绿色蔬菜。实际上，在克里奥尔人和法人后裔的烹饪中，秋葵是与棉花，木槿和蜀葵有关联的热带草本植物。秋葵可生吃，拌入沙拉，或单独烹制，与土豆，洋葱，玉米，辣椒和茄子一起煎炸。整株新鲜的秋葵杆也是绝好的泡菜原料。它的鲜嫩可与茄子媲美，虽然它的纹理有点怪异。秋葵营养价值极高，富含维他命，矿物质和蛋白质。注意：切成越少的块，处理起来越容易。
","","","3766","田园时蔬","田园时蔬","","","","","","50000","1"
"球生菜","http://www.fieldschina.com/zh/item-3768.html","http://www.fieldschina.com/image/product/201304/51fbe7064c0ea156321.jpg","","15","15","0","","","","3768","沙拉混合菜","沙拉混合菜","","","","","","50000","1"
"帝王谷酒组合","http://www.fieldschina.com/zh/item-3770.html","http://www.fieldschina.com/image/product/201305/51fbe70653bd4108515.jpg","","594","499","0","FIELDS特选产自美国加州帝王峡谷系列的6款葡萄酒。帝王峡谷干红是多品种混合体，使口感更具有层次性。适合在任何场合下饮用，尤其搭配烤鸡肉、猪肉类的菜肴。帝王峡谷干白作为一款不错的开胃酒，透着芬芳的花香和果味，口感新鲜，适合搭配沙拉和海鲜类菜肴。酿造赤霞珠选用美国加州上好葡萄园中的葡萄，加入梅洛，使口感更加柔和，淡淡的巧克力和香草的气息，以及薄荷、黑醋栗，成熟浆果的香气。此款酒非常适合搭配较为浓郁调味汁的肉类菜肴。此款霞多丽具有明亮的金黄色，并带有成熟水果、香草、奶油，以及橡木的香气，较为适合搭配鸡肉、鱼类及口味清淡的中式菜品。梅洛，诱人的红宝石颜色。品味此款酒时能感受到水果和橡木的香气，搭配牛、羊肉和芝士。仙粉黛犹如加州阳光般的热烈，口感丰满、果味浓郁。建议搭配披萨，中式菜品也是不错的选择。
","","","3770","葡萄酒套装","葡萄酒套装","","","","","","50000","1"
"ECOMAX 多功能清洁剂（柔和抗敏型）","http://www.fieldschina.com/zh/item-3771.html","http://www.fieldschina.com/image/product/201305/51fbe7065b95e517066.jpg","","79","79","0","纯天然植物清洁剂，可生物降解、可再生，不使用任何合成清洁剂,香茅精油不仅使清洁变得轻而易举，还能减少对肌肤的损伤，产品安全，有效地清除所有可水洗的表面的污垢。
","","","3771","家用洗涤","家用洗涤","","","","","","50000","1"
"ECOMAX 玻璃清洁剂 （柔和抗敏型）","http://www.fieldschina.com/zh/item-3772.html","http://www.fieldschina.com/image/product/201305/51fbe70662c3f922277.jpg","","79","79","0","纯天然植物清洁剂，可生物降解，可再生，无香型，不使用任何合成清洁剂，有效地清除所有室内玻璃和镜子、汽车玻璃等表面污垢。
","","","3772","家用洗涤","家用洗涤","","","","","","50000","1"
"ECOMAX 水果、蔬菜洗洁精 （柔和抗敏型）","http://www.fieldschina.com/zh/item-3773.html","http://www.fieldschina.com/image/product/201305/51fbe7066a139386172.jpg","","79","79","0","纯天然水果和蔬菜的清洗剂，包含100%GRAS成分，该成分获得美国食品和药物管理局批准其安全性，可清除土壤膜，杀虫剂和其他化学品等，容器可循环利用，可回收，可降解。
","","","3773","家用洗涤","家用洗涤","","","","","","50000","1"
"ECOMAX 天然柠檬香型地板清洁剂","http://www.fieldschina.com/zh/item-3774.html","http://www.fieldschina.com/image/product/201305/51fbe7067145b402666.jpg","","89","89","0","纯天然植物清洗剂，所含柠檬精油不仅清香，其本身还具有抑菌的作用，容器可循环利用，可回收，可降解，可用在所有可水洗地板和硬表面的地板（含实木地板）。
","","","3774","家用洗涤","家用洗涤","","","","","","50000","1"
"ECOMAX 3倍浓缩高效洗衣液 （柔和抗敏型）","http://www.fieldschina.com/zh/item-3775.html","http://www.fieldschina.com/image/product/201305/51fbe70678a77872932.jpg","","149","149","0","成分为纯天然植物，可降解可再生，无任何合成清洁剂，完美的洗涤效果，保持面料柔软，气味清香（成分是天然植物精油），是清洗婴幼儿服装和敏感性衣物的最佳选择，3倍浓缩，单次使用剂量少，环保且经济。
","","","3775","家用洗涤","家用洗涤","","","","","","50000","1"
"ECOMAX 衣物柔顺剂 （柔和抗敏剂）","http://www.fieldschina.com/zh/item-3776.html","http://www.fieldschina.com/image/product/201305/51fbe7067fee3492942.jpg","","99","99","0","100％植物成分的基础上，该衣物柔顺剂更安全，有效减少静电吸附和无任何化学残留物，不含有增敏剂，是急性过敏或敏感性肌肤的最佳选择，尤其适合儿童娇嫩的肌肤。该容器可循环使用，也可降解，对环境无污染。
","","","3776","家用洗涤","家用洗涤","","","","","","50000","1"
"ECOMAX 餐具洗洁精 （柔和抗敏型）","http://www.fieldschina.com/zh/item-3777.html","http://www.fieldschina.com/image/product/201305/51fbe706874c3788491.jpg","","69","69","0","成分为纯天然植物，可生物降解，可再生，不使用任何合成清洁剂，清新怡人，天然精油在洗碗时不仅带来清香，还能滋润肌肤，避免洗后肌肤干燥和损伤。
","","","3777","家用洗涤","家用洗涤","","","","","","50000","1"
"冰岛 红鱼","http://www.fieldschina.com/zh/item-4500.html","http://www.fieldschina.com/image/product/201312/1386603766760457.jpg","","65","65","0","在深海捕捞的红鱼，捕捞上来后就冷冻处理，保持了鱼的新鲜度，红鱼去头、去内脏，甫田网全程冷链配送。
","","","4500","鱼类","鱼类","","","","","","50000","1"
"ECOMAX 天然婴儿洗衣液(2倍浓缩)(柔和抗敏)","http://www.fieldschina.com/zh/item-3779.html","http://www.fieldschina.com/image/product/201312/1387195335516572.jpg","","99","89","0","专为婴儿设计，纯天然植物，可生物降解，不使用任何合成清洁剂；无色素，无荧光增白剂，无酵素，无香料的纯植物配方；强效去污和去除异味，不伤妈妈的手，不刺激宝宝皮肤；清洗容易，无残留，是众多敏感肌肤宝宝的最佳选择。
","","","3779","母婴护理","母婴护理","","","","","","50000","1"
"ECOMAX 天然婴儿衣物柔顺剂(柔和抗敏)","http://www.fieldschina.com/zh/item-3780.html","http://www.fieldschina.com/image/product/201312/1387195310617353.jpg","","99","99","0","100％植物成分，洗涤后衣物长时间保持柔顺，宝宝更舒适；有效减少静电吸附和无任何化学残留物使衣服洗后手感更柔软；低过敏配方不含有增敏剂，是急性过敏或敏感性肌肤的最佳选择；不含磷，漂白剂，荧光剂，尤其适合儿童娇嫩的肌肤。
","","","3780","母婴护理","母婴护理","","","","","","50000","1"
"宾丽 玩具清洁剂","http://www.fieldschina.com/zh/item-3781.html","http://www.fieldschina.com/image/product/201305/51fbe706a55d4890344.jpg","","108","108","0","彻底清洁宝贝玩具及活动空间，不添加防腐剂，不使用基因改造和石化成分，喷头设计清洁无死角。
","","","3781","家用洗涤","家用洗涤","","","","","","50000","1"
"宾丽 浴室清洁剂","http://www.fieldschina.com/zh/item-3782.html","http://www.fieldschina.com/image/product/201305/51fbe706acaab805990.jpg","","75","75","0","纯天然的安全配方，不添加漂白剂，磷酸盐，硫酸盐有害成分使用后无残留，保持浴缸，脸盆，马桶表面光亮如新。
","","","3782","家用洗涤","家用洗涤","","","","","","50000","1"
"宾丽 洁厕剂","http://www.fieldschina.com/zh/item-3783.html","http://www.fieldschina.com/image/product/201305/51fbe706b4215593843.jpg","","149","149","0","英国有机认证，70%的有机成分，99.9%杀菌。清洁能力超强，死角污渍不残留。
","","","3783","家用洗涤","家用洗涤","","","","","","50000","1"
"宾丽 橄榄果油洗手液(温和清洁)","http://www.fieldschina.com/zh/item-3784.html","http://www.fieldschina.com/image/product/201305/51fbe706bb9a1574709.jpg","","79","79","0","泡沫细腻，丰富且易冲洗；含抑菌和抗菌成分，能深入皮肤清除大肠杆菌、金黄色葡萄球菌；天然植物萃取，滋润护理双手，气味淡雅清新；不添加防腐剂，不使用基因改造和石化成分。
","","","3784","家用洗涤","家用洗涤","","","","","","50000","1"
"伴宝乐 有机胡萝卜泥","http://www.fieldschina.com/zh/item-3788.html","http://www.fieldschina.com/image/product/201305/51fbe706d9ecc773908.jpg","","28","28","0","精选有机原材料以确保高质量的有机配方，蒸煮的烹饪方法则保证卓越的营养品质。不含麸质/不添加盐/不含增稠剂/不含牛奶或牛奶蛋白，欧盟ECOCERT，AB有机认证标志，适宜人群：4个月以上的婴儿。
","","","3788","婴儿配方乳制品，奶粉","婴儿配方乳制品，奶粉","","","","","","50000","1"
